price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
39,36.71,43.1,Quận 1,Honda,Air Blade,11000,Tay ga,100 - 175 cc,Việt Nam,"Honda Airblade 4Val 2023 Hi mọi người,
Do mình muốn đổi lên xe to xác hơn (do mình to con, đi xe AB nhỏ này thấy không thoải mái). Nên cần bán chiếc xe này:
- Xe mình mua mới tại head Phát Tiến CMT8 vào T7/2023
- BSTP Q10, chính chủ mình đứng tên. Sang tên, ủy quyền đều được.
- Odoo: tầm 11 ngàn km, có tăng hằng ngày do là xe đi làm. 
- Tình trạng xe có dán full keo, có trầy do mình gửi trong bãi xe khá hẹp. Về lột ra dán lại hết là như mới. 
- Bảo dưỡng: tầm 1500km - 2000km là mình mang vô hãng thay nhớt máy, nhớt láp. Vừa thay luôn lọc gió và bugi, bảo dưỡng đầy đủ và đúng theo lịch.
- Phần khác: mình có lên thêm 1 số món để xe đi thoải mái & an toàn hơn hơn. Đã thay cặp lốp pirelli rosso sport (vừa đi gần 1000km), Gù SH150i, Cụm thắng RCB, Mão AB160, lốt cốp 3D, cảm biến bật tắt đèn xe tự động. Đồ zin còn đủ hết. 
- Nay muốn bán hoặc giao lưu PCX125/150 bù trừ hợp lý. 
Mọi thông tin mình đã ghi đủ, mọi người cần thêm thông tin gì thì cứ sms/zalo mình nhé. Cảm ơn cả nhà.",2,Honda Air Blade
0.00037,361.56,424.44,Quận 1,Triumph,Triumph Bonneville T100,8900,Tay côn/Moto,Trên 175 cc,Nước khác,"cần bán 𝐓𝐫𝐢𝐮𝐦𝐩𝐡 Bonneville 𝐓𝟗𝟎𝟎 MY2024
Màu Jet Black siêu đẹp
- Đăng ký lần đầu 2/2024 một chủ, tôi chủ từ đầu. Biển số TP thuế sang tên 1%
- Odo lướt: 8900km xe đi kĩ, chưa một lần đổ ngã. Xe có gắn thêm chống đổ, che két nước, bv gầm…
- Giá em bán: 3xx triệu, cam kết xe không đâm đụng, không ngập nước, ngã…
☎️ 𝑯𝒐𝒕𝒍𝒊𝒏𝒆: ***",1,Triumph Triumph Bonneville T100
26,19.35,22.71,Quận 1,Yamaha,Janus,2400,Tay ga,100 - 175 cc,Đang cập nhật,"Xe tay ga Janus màu xanh đen 125cc 2024 mới 95% - xe chưa hư hỏng bao giờ
- mua tại hãng tháng 7/2024
- xem xe liên hệ em nhé ạ",1,Yamaha Janus
9.2,7.2,8.45,Quận 1,Honda,Cub,12000,Xe số,Dưới 50 cc,Nhật Bản,"--- Cúp Nhật 81 đèn tròn 50 Cc mới keng --- Nhà ít dùng e giao lưu con cúp Nhật 81 / 50 Cc cực đẹp..biển số đẹp Số lùi như tiến tiền như núi.. 
---Xe tâm huyết nhà e Cúp Nhật 81 đời cao chót vót máy cực chất miễn bàn luôn thì thầm mùa xuân bao Ae êm ru ru.. 
--- Xe giấy tờ đầy đủ 50 Cc đi ko cần bằng lái.. 
--- Lưu Ý giá tốt nên ko bớt.. Ae mua dc hả gọi ..khỏi mất thời gian.. 
-- Cảm ơn miễn trả lời tin nhắn 
.",27,Honda Cub
1.00E-06,30.13,35.37,Quận 1,Honda,Vario,81000,Tay ga,100 - 175 cc,Nước khác,"dư dùng nên bán Xe 2019 , 9c bstp sang tên uỷ quyền vô tư . Xe có vô một số đồ chơi . Xe nhà chạy kĩ , dàn ngoài có trày ít theo năm tháng . Mua về chỉ đổ xăng vô chạy . Xe chưa rớt đầu . Giá 3x trung , có thương lượng",6,Honda Vario
7.3,6.12,7.18,Quận 1,Yamaha,Sirius,40000,Xe số,100 - 175 cc,Việt Nam,Cần bán xe Sirius Mình có chiếc xe cũ cần bán. Xe biển tỉnh 86 xe chính chủ mẹ mình đứng tên ai cần liên hệ nhé giá bán còn bớt lọc,15,Yamaha Sirius
16.555555,14.27,16.76,Quận 1,Honda,Wave,5062,Xe số,100 - 175 cc,Việt Nam,Wave rsx 110 Xe còn rất mới ko cấn ko trầy xước thắng đùm chính chủ biển số sài gòn,2,Honda Wave
3,2.7,3.17,Quận 1,SYM,Attila,10000,Tay ga,50 - 100 cc,Việt Nam,"bán xe Có cà vẹt chính chủ . Xe chạy bình thường , không hỏng
Hóc , xe cũ . Ưng ý thì liên hệ Sđt: *** (nhắn tin trực tiếp qua chợ tốt )",18,SYM Attila
28,10.63,12.48,Quận 1,Hãng khác,Dòng khác,30,Tay côn/Moto,50 - 100 cc,Việt Nam,cần bán xe Mọi thông tin thắc mắc xin vui lòng liên hệ giao xe tận tay nếu cần giấy tờ đầy đủ,3,Hãng khác Dòng khác
27,17.09,20.06,Quận 1,Yamaha,Exciter,26264,Tay côn/Moto,100 - 175 cc,Nhật Bản,"Xe nhà đi cần bán Xe nhà đi 
Xe đẹp xe ít đi 
Xe chính chủ bao công chứng hay ủy quyền",7,Yamaha Exciter
22.9,12.59,14.78,Quận 1,Honda,Air Blade,12779,Tay ga,100 - 175 cc,Thái Lan,"Air Blade Fi THÁi, Có trao đổi gl zin nguyên bản căng đét
Xe nhập Thái Fi Máy qúa chất
Có giao lưu trao đổi xe khác …

Xe Cầm thanh lý bao tranh chấp ,Sang tên thông tư ok,Đã check ok đầy đủ. Biển SG 54K",15,Honda Air Blade
9.2,10.39,12.2,Quận 1,Honda,Wave,25,Xe số,100 - 175 cc,Đang cập nhật,"Wave a em đi học ít đi giữ kĩ chính chủ bs HCM Em lên đời xe tay ga dư bán nhé
Ba mua cho em dei học
Giờ em đi làm em đổi xe tay ga dư em bán nhé
Xe đời 2008
Xe nhật đúng hãng honda

Máy móc còn zin nguyên chưa sửa gì ạ
Xe chính chủ ra công chứng sang tên được nhé
Có đầy đủ chức năng
Máy êm thì thầm
Ai có nhu cầu mua lại thì gọi cho em nha",7,Honda Wave
11,8.23,9.66,Quận 1,Honda,Cub,12000,Xe số,Dưới 50 cc,Nhật Bản,"-- Cúp Nhật 86 Kim Vàng Giọt Lệ. --Xe Cúp Nhật 86 Kim Vàng Giọt Lệ cực đẹp biển cực Víp xe tâm huyết nhà e đẹp leng keng miễn bàn.. Đời cao chót vót.. 
--- Xe màu vỏ dưa 🍈🍈🍈🍉 đẹp nhất trên dòng xe Cúp Nhật.. 
--- Máy Zin êm ru ru thì thầm mùa xuân miễn bàn máy ko im chửi Cha e..
--- Xe giấy tờ đầy đủ ..Cúp 50 cc đi ko cần bằng lái. 
--- Lưu Ý giá tốt Ae đam mê. 
-- Ae mua dc hả gọi e ko bới miễn trả giá e ko trả lời tin nhắn.. 
--- Mua vui lòng gọi trực tiếp..",28,Honda Cub
35.5,23.67,27.79,Quận 1,Honda,SH,49000,Tay ga,100 - 175 cc,Nước khác,dư dùng Sh ý 150 sx 2005 xe zin chưa rớt đầu nút đèn pha chưa mở ngoại hình đẹp mọi chức năng hoạt động tốt.công chứng sang tên trong ngày.xem xe quận 1,20,Honda SH
9,6.74,7.91,Quận 1,Piaggio,Vespa,11000,Tay ga,100 - 175 cc,Việt Nam,"Bấn vesspa LX 125 như hình Mình còn dư xe vesspa LX như hình, xe mới đi ít máy rất êm.",14,Piaggio Vespa
8,7.27,8.54,Quận 1,Honda,Wave,45000,Xe số,100 - 175 cc,Nhật Bản,Wave A Nhật còn chạy tốt BSTP Mình cần để lại chiếc Wave A Nhật máy móc còn chạy tốt. Có Cavet và giấy mua bán cửa hàng. Mọi người liên hệ mình nhé.,18,Honda Wave
27.5,27.45,32.22,Quận 1,Honda,Lead,20000,Tay ga,100 - 175 cc,Đang cập nhật,"Cần bán xe lead 2020 up 4val xe nguyên zin 27.5 lead 2020
up 4val
xe chính chủ uỷ quyền sang tên đầy đủ
xe nguyên zin odo thấp",5,Honda Lead
39,35.87,42.11,Quận 1,Honda,Lead,15000,Tay ga,100 - 175 cc,Việt Nam,"cần bán lead 4val 2023 Cần bán lead 2023
Xe chính chủ
Bs HCM Tân Phú",2,Honda Lead
18,78.55,92.21,Quận 1,Honda,SH,100000,Tay ga,100 - 175 cc,Nhật Bản,"Xe sh ý 2005. Không sữ dụng cần bán Xe mình đi làm hàng ngày. 
Máy êm mạnh vọt. Anh em mua về dổ xăng là đi. Dàn áo cũ theo thời gian.anh mua về lên 2012 hoặc dọn mới ok hết Xe cứng cáp full mọi chức năng. Giá bán rẽ cho anh em về dọn.",0,Honda SH
29.5,27.45,32.22,Quận 1,Honda,Lead,180000,Tay ga,100 - 175 cc,Việt Nam,honda lead 125 mau vang nau Bán xe 9 chủ ky giay dk lan dau 01/2020 xe nha ích chay có trầy do để ở chung cư bs tphcm zin vỏ theo xe còn dày bánh dau chua mở phiên bản đặt biệt smarkey lef 2 từng odo 18000 còn xe chua lm gi het ca vet mau xanh chua huy uy lan nao ngay chu ky e k nhan tn ae alo cho nhanh gia dep,5,Honda Lead
26.5,23.33,27.39,Quận 1,Honda,Future,21000,Xe số,100 - 175 cc,Việt Nam,"bán future fi 125 Xe zin chưa rớt đầu
Bs TP
Chính chủ sang tên công chứng 1 nốt nhạc",4,Honda Future
17,14.1,16.55,Quận 1,Honda,Wave,40000,Xe số,100 - 175 cc,Việt Nam,Dư xe Chính chủ công chứng sang tên nhanh gọn ưu tiên có bớt chút lộc xe đi kỹ,3,Honda Wave
16,12.56,14.75,Quận 1,Hãng khác,Dòng khác,800,Tay ga,Dưới 50 cc,Đài Loan,"Đổi xe cần thanh lý xe Zelioni Mình có con Zelioni đi đc hơn 800 km. Xe đăng ký 2024. Ít đi đa phần xe mình để nhà. 
Xe đèn sau do bà cô dựng xe trượt xe bị đổ mới vỡ đèn sau. 
Nguyên zin
Xe có sao mình ns vậy. Biển quận 1
Ae nào cần cứ ib. Fix đẹp cho ae lấy lẹ",1,Hãng khác Dòng khác
8.6,9.83,11.54,Quận 1,Honda,Wave,25,Xe số,100 - 175 cc,Nhật Bản,Xe chính chủ máy êm Do nhu cầu đổi xe. cần bán lại cho ai chạy đi làm cực êm ít hao xăng...xe ký giấy mua bán sang tên trong ngày mau lẹ .,8,Honda Wave
75,65.71,77.13,Quận 1,Honda,SH,49530,Tay ga,100 - 175 cc,Việt Nam,"CẦN BÁN XE SH 2020 150 CBS 2020 TRẮNG GIÁ TỐT SH 2020 150 CBS 2020 TRẮNG CHÍNH CHỦ - 1 ĐỜI CHỦ
Odo 49530 . 
Xe chạy kĩ , 2000km thay nhớ 1 lần LIQUI
3000 Thay nhớt Lap vệ sinh nồi
Giá mong muốn 76tr
LH *** - Phát Chính chủ .
Xem xe tại Quận 1",5,Honda SH
9.5,6.93,8.14,Quận 1,Honda,Wave,666666,Xe số,50 - 100 cc,Nhật Bản,"Xe cần bán Xe nhà đi nay cần bán. 
Xe hoạt động bình thường. 
Xe chính chủ 
Xe ít hao xăng.",19,Honda Wave
4,28.55,33.51,Quận 1,Yamaha,Exciter,40000,Tay côn/Moto,100 - 175 cc,Việt Nam,"54zz máy nhão gtdd Máy 54zz máy kêu
Bán hoặc giao lưu mio hoặc luvias",2,Yamaha Exciter
2.5,4.32,5.07,Quận 1,SYM,Elizabeth,100000,Tay ga,100 - 175 cc,Nhật Bản,Cần bán gấp xe tay ga giá rẻ Xe y hình dành cho mấy chị em công nhân đang cần xe giá rẻ để đi làm và đi chợ,12,SYM Elizabeth
17,12.85,15.09,Quận 1,Honda,Wave,30,Xe số,100 - 175 cc,Nhật Bản,"Bán xe chưa qua sử dụng Xe mới vừa từ Head Honda về, chưa đăng ký biển số xe luôn. Muốn bán lại giá 17tr. Có thỏa thuận. Nơi bán Q1, tp HCM. Xe màu đỏ đen như hình",0,Honda Wave
26,12.7,14.9,Quận 1,Piaggio,GTS,50000,Tay ga,100 - 175 cc,Nước khác,"Bán Vespa nhập nguyên chiếc Ý Cần bán Vespa 4 Van nhập khẩu Ý
Biển số phong thuỷ 
8838 là Phát phát mãi phát
Xe đẹp￼, máy êm, giấy tờ đầy đủ, bao công chứng
Xe chạy rất vọt, máy im ru
Xem xe Quận 1 tại nhà",16,Piaggio GTS
5.5,10.68,12.54,Quận 1,Honda,Wave,15381,Xe số,50 - 100 cc,Việt Nam,Cần đổi xe Xe nguyên zin chưa qua làm máy ai cần liên hệ qua số dt ***,20,Honda Wave
13.4,10.39,12.2,Quận 1,Honda,Wave,39000,Xe số,50 - 100 cc,Nhật Bản,Xe mới dọn sạch sẽ Cần bán xe như hình 2018 nói chung xe sạch sẽ… ko cần ta nhiều,7,Honda Wave
15,118.87,139.54,Quận 1,Suzuki,Sport / Xipo,15000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bán cho ae dam mê xe xipo Xe đẹp như hình máy bao ngon bao êm mua về chỉ chạy ko nhận tin nhấn mua gọi đt hoặc zalo nhé ok ***,27,Suzuki Sport / Xipo
16.5,16.51,19.38,Quận 1,Honda,Winner X,44000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Cần ra đi em Winner X ít sử dụng 2019 BSTP Winner X 2019 máy nguyên zin 100%,ít sử dụng cần ra đi,giấy tờ hợp lệ sang tên thoải mái.LH ***.Xem xe q1.",6,Honda Winner X
45,33.2,38.97,Quận 1,Honda,SH,71000,Tay ga,100 - 175 cc,Nước khác,"Cần bán xe Sh ý 2007 9C do ko còn nhu cầu sử dụng - xuất xứ: Ý 
- tình trạng: dàn áo hơi phai màu mua về sơn lại là được, máy móc chưa rớt đầu
- giấy tờ: chính chủ có thể sang tên
- giá cả có thể thương lượng lại.
- xem xe tại: 106, Mai Thị Lựu, P Đa Kao, Quận 1",18,Honda SH
17.5,14.98,17.58,Quận 1,Piaggio,Liberty,30000,Tay ga,100 - 175 cc,Đang cập nhật,"Liberty 2016 Zin Bstp Chính chủ Hình sao xe bên ngoài như vậy. Xe Liberty ABS, màu đỏ, cavet 2016. Biển số Bình Thạnh,HCM. 
-Xe chính chủ ký bán
-Full zin, đã thay chống trợ lực, dựng chống đứng rất nhẹ.
-Odo chuẩn 30k. Xe từ lúc mua mới về sao để vậy chạy, chưa đâm đụng, chưa mở máy. Bao kiểm tra. Coi xe ở Q1 hoặc Q12",9,Piaggio Liberty
15.8,16.03,18.82,Quận 1,Honda,PCX,25000,Tay ga,100 - 175 cc,Thái Lan,"Honda PCX 125 Dừng gọi. Chỉ tin nhắn riêng tư

Xe E Dọn Tâm Huyết Từ Trong Ra Ngoài

Sơn Si Trong Hãng Nguyên Chiếc

Dọn Từ Những Chi Tiết Nhỏ Của Xe

 Mua Về Chỉ Việc Đổ Xăng Chạy Vi Vu

Xe Đẹp Máy Êm, Dàn Ngoài Không Khác Gì Xe Mới",14,Honda PCX
4.9,6.16,7.24,Quận 1,SYM,Venus,32668,Tay ga,100 - 175 cc,Đài Loan,"ELIZABETH. FI ĐỜI CUỐI BSTP NHẬP KHẨU CỰC ÊM. BỀN. Elizabeth Có Fi. Hàng Nhập khẩu. Đài Loan sx nguyên Chiếc. Siêu bền. Sơn đen đỏ zin đẹp .Trầy nhẹ Theo Tg. Máy Cực êm như xe Điện. Đi xa rất tốt. Trên 55km/lít. Full đầy đủ các chức năng Về đi ngay không cần phải chỉnh sửa gì cả. Có đầy đủ Giấy tờ. BSTP. Cccd chủ. Hồ sơ ủy quyền Theo xe. Nhà bán bao tranh chấp toàn quốc. 
. Kiểu dáng gọn đẹp lịch sự phù hợp với mọi người. Thích hợp hssv, ACE về Chạy Grap, Bi. Các chị đi chợ đều cực kỳ tiện dụng. Cốp cực rộng, yên dài Chở thêm được cháu nhỏ. Mời lh. 56 a1 Nguyễn Đình Chiểu Q1. Vl gọi LH trực tiếp. Ưu tiên nhanh gọn lẹ. Tk's.",11,SYM Venus
11.1,3.91,4.59,Quận 1,Hãng khác,Dòng khác,50000,Xe số,100 - 175 cc,Việt Nam,"Bán cho ai có nhu cầu Xe chính chủ
Giá còn thương lượng
32/16 nguyễn hữu cầu",24,Hãng khác Dòng khác
74.5,73.25,85.99,Quận 1,Honda,SH,10605,Tay ga,100 - 175 cc,Việt Nam,"bán xe sh 125i 2023 bstp Mình bán xe chính chủ biển số tp quận tân phú 
Xe có dán keo gỡ keo ra là k có vết trầy 
Chạy 10605km, mua 7/2023",2,Honda SH
19.999999,23.11,27.13,Quận 1,Honda,Sonic,47744,Tay côn/Moto,100 - 175 cc,Nước khác,Bán se lấy tiền ăn Tết Xe chay em nhẹ bảo duong dinh ky thay nhớt motul mỗi 1500km bán hoặc đổi Quynh Nơ nha ba con,5,Honda Sonic
16.5,16.53,19.4,Quận 1,Honda,PCX,100000,Tay ga,100 - 175 cc,Thái Lan,"Bán Con Em PCX Như Hình Bán Con Em PCX Đời 2010 125 Như Hình Chính Chủ Đã Ủy Quyền 20 Năm, Máy Mọc Zin Bao Êm Ko Hề Hú Hí Tiết Kiệm Xăng Công Tắc,Tự Tắt Máy Khi Dừng Xe,Nội Thật Ngoài Bao Đẹp,Xe Đi Giữ Kỹ Thay Nhớt Thường Xuyên Giá E Nó 16500tr Khỏi Mặc Cả Thị Trường 19tr 20tr Tôi Bán Giá Đó A E Thấy Hợp Lý Alo",15,Honda PCX
10.5,9.2,10.8,Quận 1,Honda,Dòng khác,7000,Tay ga,Dưới 50 cc,Nhật Bản,"Dio Fit 50cc E cần bán xe Honda Dio máy hai thì êm mạnh máy chưa mở hay sữa chữa , xe nc sơn zin có khoá chống đứng phòng trộm cắp , vỏ mới thay, mua về chỉ có đổ xăng chạy . xem xe tại tphcm q3,q1, có fix cho ace nhiệt tình xin cảm ơn ạ.",20,Honda Dòng khác
2.6,10.02,11.76,Quận 1,Honda,Air Blade,23,Tay ga,100 - 175 cc,Việt Nam,Xe hoạt động tốt giá xe chạy sang Xe mỗi chức năng hoạt động tốt.ai cần đi làm đi nhậu đều hợp lệ cả..nay không sử dụng để ai có nhu cầu xin liên hệ em,14,Honda Air Blade
33,28.79,33.8,Quận 1,Yamaha,Exciter,280000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Xe Exciter 155 năm đăng kí 2022 màu xanh Gp Xe chính chủ sang tên toàn quốc
Có fix cho mọi người mua nhanh lẹ",3,Yamaha Exciter
13.5,9.61,11.28,Quận 1,Honda,Dream,12000,Xe số,50 - 100 cc,Nhật Bản,"--- Future 1 đời 2000 xe cọp --- Nhà dư dùng e giao lưu con tâm huyết xe Future 1 đời 2000 nhập Thái Nguyên con..
--- Xe giấy tờ đầy đủ.. 
--- Xe đầu nồi chưa hề đụng chạm Zin Nguyên Bản cả áo theo xe từ trc đến giờ.. 
--- Máy cực chất im hơn xe hơi đời mới êm hơn tủ lạnh. 
-- Xe biển Víp Víp ..
--- Lưu Ý giá tốt nên ko bớt Ae mua dc hả gọi.. Khỏi mất thời gian..",25,Honda Dream
12,3.91,4.59,Quận 1,Hãng khác,Dòng khác,150000,Xe số,100 - 175 cc,Việt Nam,"còn thương lượng Cần bán gấp xe như mới
Liên hệ nhanh với e nha",24,Hãng khác Dòng khác
5.3,7.2,8.45,Quận 1,Honda,Cub,12000,Xe số,Dưới 50 cc,Nhật Bản,"--- Cúp Nhật 81/ Sơn Zin mộc đẹp -- E giao lưu Ae chiếc xe cúp 81 / 50 CC đời cao Sơn Zin mộc ..
--- Cục máy Nguyên Zin chưa đụng chạm cực chất.. 
--- Xe giấy tờ đầy đủ biển đẹp .
--- Xe cùm còi điện đèn xi nhan trc sau Zin mặt nạ Zin..
-- Ae dam mê thjk xe mộc Sơn Zin máy chất thì thầm ..
Lưu Ý Giá cực tốt Ae mua dc hả gọi.. Khỏi trả giá lăn tăn mất thời gian ..
--- E ko trả lời tin nhắn

-- Cảm ơn..",27,Honda Cub
9,6.82,8.01,Quận 1,Honda,Wave,62000,Xe số,50 - 100 cc,Việt Nam,cần bán xe wave cũ Xe của mình chưa sữa máy . Có thể sang tên vì mẹ mình đứng tên,17,Honda Wave
8.5,6.68,7.84,Quận 1,Honda,Lead,40000,Tay ga,100 - 175 cc,Việt Nam,xe Lead 110cc cốp siêu bự máy đã làm lại siêu mươt ai mua liên hệ mình nhé viết giấy tay hồ sơ đầy đủ và cà vẹt gốc *** thương lượng xin cám ơn,15,Honda Lead
8.5,6.68,7.84,Quận 1,Honda,Lead,30000,Tay ga,100 - 175 cc,Nhật Bản,"xe chính chủ.leda 110,xe nữ đang đi còn rất mới. Xe Nhật,xe nữ đi nên con rất mới.
Bảo trì định kỳ",15,Honda Lead
7.5,6.14,7.21,Quận 1,Honda,Chaly,19000,Xe số,Dưới 50 cc,Nhật Bản,"Xe chạy êm.ít hao xăng..máy còn mới.. Tình trạng xuất xứ đúng với mô tả,giấy tờ hợp lệ...dòng xe cũ ..nhưng không sử dụng nên bán cho ai có nhã ý mua ạ",46,Honda Chaly
9.7,8.23,9.66,Quận 1,Honda,Cub,12000,Xe số,Dưới 50 cc,Nhật Bản,"--- Cúp Nhật 50 Cc màu xanh biển đẹp. ---Bà xã nhăn nhăn nhà ở chợ chật chội.. 
--- Em thanh lý con cúp Nhật ..Xe tâm huyết biển Víp Víp máy cực chất im ru ru thì thầm mùa Xuân.. Xe đề nhẹ là nổ máy thì
 thầm.. 
--- Cúp Nhật 50 Cc đi rất tiết kiệm xăng ko cần bằng lái. 
--- XE GiẤY TỜ ĐẦY ĐỦ..
--- Lưu Ý giá ko bớt Ae mua dc hả gọi khỏi mất thời gian. .
-- Khách mua vui lòng gọi trực tiếp.. 
--- Miễn trả lời tin nhắn.",28,Honda Cub
38,58.13,68.25,Quận 1,Honda,SH,29000,Tay ga,100 - 175 cc,Việt Nam,"Xe sh 125 Fi Mình đang cần bán xe sh 125Fi 
Xe còn 90% 
Chạy gần 29000
Giấy tờ công chứng 1L",7,Honda SH
20.5,25.66,30.12,Quận 1,Honda,Future,60000,Xe số,100 - 175 cc,Việt Nam,"FuX 2010 dạo phố, làm gần, ko FI, nguyên zin 20tr Xe Fux không Fi đen đỏ chính chủ mua 2010.
Biển số Q1. phanh đĩa, xe dùng đi làm gần nhà 7km lanh quanh.
Số công to 60000km. Không tai nạn hay đâm đụng.
Chưa đụng gì đến máy, chỉ 1 lần thay bố nồi. 2 lần thay sên nhông dĩa. 1 lần thay yên.
Chủ làm kỹ thuật kỹ tính, nhớt 30w 1500km. yên tâm máy móc động cơ khung gầm. Xe đi làm quanh Q1 khỏi lo thủy kích. Mua về yên chí mà đi.",15,Honda Future
17,16.16,18.97,Quận 1,Yamaha,Exciter,65,Tay côn/Moto,100 - 175 cc,Nhật Bản,"Eciter 150 Camo đk 09/2015 biển số SG Q1 chính chủ Bán Exciter 150cc màu Camo đăng ký tháng 9/2015
-Cavet chính chủ SG Q1
Chính chủ bán.
***Giá 17tr fix
Xe tại Q1 SG
LH gặp Thế Anh chính chủ bán",10,Yamaha Exciter
9.5,13.21538462,15.51230769,Quận 1,Suzuki,Dòng khác,500,Tay côn/Moto,100 - 175 cc,Mỹ,dọn nhà thanh lý chiếc xe cọp 19xx thanh lý xe kiển cho anh em dùng đi cà phê tán gái nè,27,Suzuki Dòng khác
7.3,7.12,8.36,Quận 1,Suzuki,Impulse,36688,Tay ga,100 - 175 cc,Nhật Bản,"SUZUKI IMPULSE. Fi. NHẬT BẢN SX. BSTG ÊM SIÊU BỀN Suzuki impulse Fi. Nhật Bản sx . Sơn Zin Đỏ Đen bóng đẹp. Có trầy nhẹ Theo tg. Máy cực êm. Phun xăng điện tử. Đi xa rất tốt rất lợi xăng. Full đầy đủ các chức năng Về đi ngay không cần phải chỉnh sửa gì cả. Có giấy tờ cavert. Cccd chủ đầy đủ. BSTG 9 nút, lộc phát mang lại nhiều may mắn nhé. 
. Nhà bán bao tranh chấp toàn quốc. Kiểu dáng đẹp phù hợp với mọi giới. Thích hợp hs, SV. Ace về chạy Grap, Bi. Cốp rộng,Yên đại dài chở thêm được cháu nhỏ. 
. Mời lh 56 a1 Nguyễn Đình chiểu q1. A Hưng vl gọi LH trực tiếp. Tk's all.",9,Suzuki Impulse
37,118.31,138.886,Quận 1,KTM,Duke 200,229000,Tay côn/Moto,Trên 175 cc,Nước khác,"DƯ KHÔNG DÙNG BÁN ĐỂ LÀM CHI Nhà dư Mô tô phân khối nhỏ 200cc Duke KTM đời 2019 đăng ký lần đầu 2022. Biển số Sài gòn, chính chủ ký bán hơn 1 nốt nhạc. Anh chị quan tâm liên hệ test thoải mái",3,KTM Duke 200
